"โรงพยาบาล","วันที่ตามเดือนที่เลือก"
"รวม","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","3","6","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0"
"10716  :  โรงพยาบาลน่าน","36","1","1","0","0","0","1","0","0","0","3","0","0","0","0","0","2","0","0","0","1","0","2","0","0","1","0","0","2","0","2","0","2","0","2","0","1","0","1","0","1","0","0","0","1","0","1","0","3","0","1","0","1","0","5","0","0","0","1","0","2","0","0","0"
"11173  :  โรงพยาบาลแม่จริม","2","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"11174  :  โรงพยาบาลบ้านหลวง","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"11175  :  โรงพยาบาลนาน้อย","3","7","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"11176  :  โรงพยาบาลท่าวังผา","14","21","0","0","2","1","0","1","0","0","0","3","0","2","1","0","1","2","0","0","1","3","0","1","0","0","0","2","2","0","1","1","2","0","2","0","0","1","1","1","0","4","0","0","0","0","1","0","0","0","0","2","0","0","0","1","1","1","0","1","0","1","0","0"
"11177  :  โรงพยาบาลเวียงสา","13","3","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","2","0","0","0","1","0","0","0"
"11178  :  โรงพยาบาลทุ่งช้าง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11179  :  โรงพยาบาลเชียงกลาง","147","2","14","0","4","0","5","0","14","0","10","0","5","0","4","1","4","0","6","0","2","0","6","0","6","0","8","0","7","0","4","0","4","0","3","1","10","0","5","0","5","0","2","0","1","0","2","0","4","0","4","0","6","0","3","0","7","0","4","0","1","0","1","0"
"11180  :  โรงพยาบาลนาหมื่น","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11181  :  โรงพยาบาลสันติสุข","1","14","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0"
"11182  :  โรงพยาบาลบ่อเกลือ","9","7","0","1","0","0","0","2","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"11183  :  โรงพยาบาลสองแคว","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","40","14","1","0","1","1","5","0","5","1","3","0","2","0","1","0","0","1","3","1","1","0","3","2","2","2","1","2","2","0","2","0","0","0","2","0","1","0","0","0","0","1","1","0","0","1","1","0","0","1","1","3","1","1","0","1","1","1","0","0","0","1","0","0"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","5","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","46","0","0","0","3","0","1","0","2","0","0","0","3","0","2","0","2","0","4","0","1","0","1","0","1","0","2","0","1","0","0","0","5","0","0","0","6","0","2","0","0","0","2","0","1","0","2","0","2","0","0","0","1","0","2","0","1","0","1","0","0","0","1","0"
"25017  :  โรงพยาบาลภูเพียง","72","22","1","0","4","1","7","3","0","0","3","1","0","1","2","2","1","1","0","2","3","1","4","0","1","2","0","2","2","0","1","2","0","0","6","1","3","0","3","2","2","0","5","5","4","1","1","0","1","0","3","0","3","1","1","0","2","1","5","0","1","0","4","1"
"10717  :  โรงพยาบาลพะเยา","49","1","3","1","2","0","1","0","1","0","1","0","1","0","3","0","3","0","6","0","2","0","1","0","2","0","2","0","4","0","0","0","3","0","1","0","1","0","0","0","0","0","1","0","2","0","1","0","1","0","0","0","3","0","0","0","3","0","0","0","1","0","2","0"
"10718  :  โรงพยาบาลเชียงคำ","17","1","0","0","1","0","0","0","0","0","1","0","1","0","1","0","1","0","0","0","1","0","1","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"11184  :  โรงพยาบาลจุน","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11186  :  โรงพยาบาลดอกคำใต้","128","0","8","0","3","0","4","0","8","0","4","0","5","0","4","0","0","0","3","0","4","0","4","0","1","0","4","0","8","0","4","0","4","0","1","0","12","0","2","0","3","0","1","0","0","0","15","0","4","0","5","0","1","0","2","0","6","0","4","0","4","0","2","0"
"11187  :  โรงพยาบาลปง","73","0","1","0","4","0","0","0","2","0","3","0","0","0","2","0","1","0","0","0","0","0","2","0","1","0","1","0","4","0","3","0","1","0","2","0","0","0","4","0","1","0","0","0","2","0","3","0","3","0","1","0","6","0","2","0","4","0","1","0","11","0","9","0"
"11188  :  โรงพยาบาลแม่ใจ","94","0","0","0","4","0","9","0","7","0","3","0","1","0","1","0","3","0","0","0","1","0","7","0","3","0","4","0","2","0","2","0","2","0","5","0","2","0","2","0","4","0","4","0","1","0","1","0","1","0","4","0","3","0","3","0","5","0","4","0","6","0","1","0"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40744  :  โรงพยาบาลภูซาง","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","278","9","11","0","9","0","12","0","5","0","4","0","9","0","5","1","10","0","6","3","7","0","5","0","9","2","3","0","6","0","7","0","7","0","8","0","10","1","21","0","16","0","16","1","10","0","34","0","12","0","2","0","10","0","6","0","7","1","5","0","8","0","6","0"
"11189  :  โรงพยาบาลเทิง","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"11190  :  โรงพยาบาลพาน","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11191  :  โรงพยาบาลป่าแดด","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11192  :  โรงพยาบาลแม่จัน","13","2","0","0","0","0","0","0","0","0","2","0","1","0","2","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0"
"11193  :  โรงพยาบาลเชียงแสน","138","0","7","0","4","0","2","0","9","0","5","0","4","0","7","0","3","0","3","0","1","0","5","0","5","0","1","0","6","0","4","0","3","0","5","0","4","0","5","0","3","0","4","0","20","0","3","0","3","0","1","0","5","0","6","0","8","0","1","0","4","0","1","0"
"11194  :  โรงพยาบาลแม่สาย","14","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","1","0"
"11195  :  โรงพยาบาลแม่สรวย","190","0","7","0","10","0","4","0","5","0","6","0","8","0","4","0","7","0","4","0","2","0","3","0","10","0","7","0","14","0","4","0","3","0","7","0","5","0","3","0","4","0","5","0","6","0","6","0","13","0","9","0","10","0","1","0","8","0","6","0","5","0","5","0"
"11196  :  โรงพยาบาลเวียงป่าเป้า","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"11197  :  โรงพยาบาลพญาเม็งราย","231","0","7","0","6","0","6","0","6","0","4","0","7","0","7","0","11","0","6","0","6","0","13","0","14","0","5","0","4","0","9","0","9","0","9","0","8","0","13","0","6","0","7","0","11","0","4","0","5","0","11","0","4","0","10","0","4","0","8","0","8","0","3","0"
"11198  :  โรงพยาบาลเวียงแก่น","2","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"11199  :  โรงพยาบาลขุนตาล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","5","4","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0"
"11201  :  โรงพยาบาลแม่ลาว","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","62","0","0","0","7","0","4","0","2","0","3","0","1","0","1","0","1","0","1","0","3","0","0","0","0","0","1","0","2","0","0","0","4","0","0","0","2","0","2","0","1","0","4","0","2","0","3","0","5","0","3","0","2","0","0","0","1","0","5","0","2","0","0","0"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28823  :  โรงพยาบาลดอยหลวง","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10719  :  โรงพยาบาลศรีสังวาลย์","59","2","2","0","3","0","6","1","2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","1","0","0","0","4","1","2","0","7","0","7","0","6","0","0","0","2","0","0","0","1","0","3","0","2","0","2","0","1","0","0","0","1","0","2","0","1","0"
