"โรงพยาบาล","วันที่ตามเดือนที่เลือก"
"รวม","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128"
"11126  :  โรงพยาบาลแม่อาย","116","10","3","0","4","0","4","1","6","0","1","1","1","0","4","1","7","1","2","0","4","1","0","0","4","3","2","1","1","0","9","0","12","0","6","1","4","0","2","0","7","0","0","0","5","1","2","0","3","0","2","0","2","0","4","1","7","0","3","2","9","1","1","0"
"11127  :  โรงพยาบาลพร้าว","16","2","1","0","1","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","1","0","2","0","0","0","2","0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","1","0","0","1","0","1","0","1","0","1","0","1","1","0","0","0","0","0"
"11128  :  โรงพยาบาลสันป่าตอง","29","336","0","7","0","14","0","20","0","20","0","11","1","10","2","11","3","9","9","12","1","7","0","14","1","12","4","23","4","17","4","18","6","26","4","20","1","20","0","19","1","28","1","15","0","17","0","28","0","13","0","21","1","17","0","19","0","16","0","14","0","12","0","6"
"11129  :  โรงพยาบาลสันกำแพง","86","139","4","6","9","6","1","6","1","10","4","10","0","15","1","3","4","3","3","2","2","2","2","1","4","2","8","1","7","1","2","1","4","2","0","11","3","2","5","2","1","9","1","6","1","14","4","8","3","11","1","6","0","7","4","9","1","8","2","8","3","9","1","0"
"11130  :  โรงพยาบาลสันทราย","25","311","1","13","1","9","2","12","1","7","1","11","3","13","1","7","1","13","1","12","0","11","1","15","0","15","1","8","0","7","0","9","0","9","2","8","4","5","1","5","1","13","1","15","1","10","0","21","0","11","0","11","0","9","0","12","1","15","0","4","0","13","0","4"
"11131  :  โรงพยาบาลหางดง","9","7","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","1","2","0","1","1","2","1","0","1","0"
"11132  :  โรงพยาบาลฮอด","49","2","1","0","0","0","4","0","2","0","1","1","2","0","5","0","0","0","2","0","0","0","3","0","1","0","5","0","1","0","1","0","2","0","1","0","1","0","0","0","2","0","3","0","3","0","1","0","1","0","1","0","2","0","3","0","0","0","0","1","2","0","0","0"
"11133  :  โรงพยาบาลดอยเต่า","10","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11134  :  โรงพยาบาลอมก๋อย","401","12","23","0","12","0","5","0","8","2","24","0","11","0","7","1","18","0","11","1","12","0","15","0","22","0","22","0","14","1","19","0","12","0","7","0","12","0","19","0","6","2","6","1","10","0","21","0","8","1","12","2","13","1","15","0","13","1","21","0","14","1","4","0"
"11135  :  โรงพยาบาลสารภี","18","10","2","1","3","0","1","0","0","1","0","0","1","1","0","1","1","0","1","0","0","1","1","0","1","0","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","2","1","1","0","0","0","0","2","0","0"
"11136  :  โรงพยาบาลเวียงแหง","8","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0"
"11137  :  โรงพยาบาลไชยปราการ","6","11","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","2","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","3","2","0","0","0","0","0","0","0"
"11138  :  โรงพยาบาลแม่วาง","176","11","6","0","6","0","3","0","8","1","5","1","7","4","2","3","6","0","7","1","9","0","5","0","8","0","11","0","13","0","2","0","13","0","2","0","2","0","6","0","5","0","4","0","6","0","9","0","5","1","6","0","3","0","11","0","7","0","1","0","6","0","1","0"
"11139  :  โรงพยาบาลแม่ออน","9","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11507  :  โรงพยาบาลกองบิน 41","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","3","14","0","1","0","0","0","2","0","1","2","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"11643  :  โรงพยาบาลดอยหล่อ","73","0","6","0","5","0","0","0","2","0","6","0","0","0","1","0","5","0","5","0","2","0","0","0","0","0","1","0","3","0","1","0","2","0","2","0","1","0","1","0","2","0","1","0","5","0","3","0","1","0","2","0","1","0","1","0","4","0","3","0","5","0","3","0"
"11978  :  โรงพยาบาลดารารัศมี","74","4","3","1","2","0","1","0","3","0","2","0","4","1","4","0","9","1","3","0","0","0","1","0","1","0","0","2","0","0","5","0","3","0","3","0","3","0","1","0","1","0","0","0","1","0","2","0","1","0","6","0","2","0","4","0","1","0","3","0","3","0","3","0"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","33","85","0","2","0","1","2","1","0","2","2","6","0","1","0","2","2","3","0","3","2","2","3","3","3","2","1","4","3","1","3","2","1","1","0","3","0","1","2","5","0","3","0","2","0","5","1","1","2","4","0","3","2","6","0","3","3","6","0","1","0","6","1","0"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","8","16","1","0","0","0","0","0","0","1","1","0","0","1","3","3","0","0","0","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3","0","1","0","0","0","0","0","0","1","2","0","0"
"12280  :  โรงพยาบาลสวนปรุง","19","14","2","0","1","2","0","0","1","1","3","1","0","0","2","0","1","0","0","0","1","0","0","0","0","0","1","1","1","0","0","4","0","0","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","2","0","0","2","0","0","1","0","0","2","0","1","0","0","2"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","183","353","2","9","2","9","4","12","5","8","8","11","4","5","8","10","11","7","6","14","9","13","9","10","5","15","13","12","12","13","7","14","4","14","2","15","5","19","5","13","2","10","11","17","3","19","8","16","3","21","7","21","3","16","8","16","7","20","4","12","3","12","3","5"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","79","59","3","0","1","4","4","0","1","5","5","4","3","0","5","6","3","2","4","4","3","0","4","2","1","2","1","2","10","6","6","1","3","1","2","2","2","1","2","0","2","3","3","0","2","3","2","2","0","1","3","3","2","4","1","3","2","3","2","1","1","4","2","2"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","46","38","2","1","2","4","1","0","1","0","1","4","0","0","2","0","2","0","1","0","1","0","1","1","5","0","1","0","1","0","2","1","2","1","1","1","0","1","0","1","0","3","4","1","1","2","3","3","3","1","0","2","2","2","2","4","1","1","0","4","4","2","0","0"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","8","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10714  :  โรงพยาบาลลำพูน","69","532","1","18","0","22","1","14","2","7","1","6","0","13","1","16","2","11","4","17","0","14","1","15","0","7","1","14","2","13","10","30","3","6","1","17","5","26","4","48","12","21","1","28","3","17","3","27","5","25","1","15","1","12","1","33","1","12","0","14","2","30","0","10"
"11140  :  โรงพยาบาลแม่ทา","125","2","4","0","8","0","3","0","2","0","5","0","3","0","3","0","7","0","2","0","3","0","2","0","2","0","3","0","6","0","2","1","6","0","2","0","6","0","5","0","5","0","11","0","1","0","9","0","3","0","2","0","2","0","8","0","0","0","4","0","5","0","5","1"
"11141  :  โรงพยาบาลบ้านโฮ่ง","6","5","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","4","0","0","0","1","0","0","0","0","0","0","0"
"11142  :  โรงพยาบาลลี้","7","23","0","0","1","0","0","0","0","1","0","1","0","0","0","1","2","0","0","0","1","0","0","0","0","0","0","0","0","1","0","2","1","0","0","1","1","0","0","2","0","3","1","1","0","3","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0","1","0","0"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","3","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11144  :  โรงพยาบาลป่าซาง","20","64","1","0","1","0","2","2","1","3","4","6","1","4","4","0","0","0","0","1","5","0","0","3","0","1","1","1","0","0","0","1","0","0","0","0","0","1","0","6","0","13","0","0","0","1","0","4","0","6","0","2","0","1","0","0","0","2","0","1","0","5","0","0"
"11145  :  โรงพยาบาลบ้านธิ","27","2","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","3","0","0","0","0","0","3","0","4","1","3","0","1","1","1","0","1","0","4","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24956  :  โรงพยาบาลเวียงหนองล่อง","3","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"10672  :  โรงพยาบาลลำปาง","109","297","5","10","3","7","6","11","5","5","6","13","3","12","7","10","7","6","0","5","4","7","1","8","1","12","0","14","2","11","1","8","4","10","2","9","3","14","6","10","3","10","4","10","5","5","5","11","4","9","3","14","3","14","3","6","4","10","1","6","7","17","3","8"
"11146  :  โรงพยาบาลแม่เมาะ","245","17","2","0","11","0","0","0","7","1","7","0","4","0","10","0","9","1","7","0","14","0","9","0","14","1","9","0","16","1","11","1","11","2","11","4","17","1","7","0","3","1","9","0","8","1","9","0","6","3","11","0","6","0","12","0","10","0","3","0","6","1","5","1"
"11147  :  โรงพยาบาลเกาะคา","85","1","2","0","4","0","2","0","1","0","3","0","7","0","4","0","1","0","1","0","2","0","2","0","2","0","6","0","3","0","2","0","6","0","3","0","3","0","3","0","1","1","5","0","3","0","3","0","0","0","4","0","0","0","3","0","5","0","1","0","4","0","1","0"
"11148  :  โรงพยาบาลเสริมงาม","25","12","1","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","4","0","5","1","0","1","0","0","7","1","0","0","0","3","0","1","0","0","1","0","1","0","0","0","0","1","0","0","1","1","0","0","1","3","0","0","0","0","1","1","0","0","0","0","0","0"
"11149  :  โรงพยาบาลงาว","52","73","0","4","6","2","8","11","1","0","0","2","4","3","0","3","1","3","3","7","2","3","0","2","0","0","2","1","0","1","1","0","1","7","1","1","2","3","2","2","1","2","1","1","0","1","1","2","1","0","2","1","2","0","0","1","6","5","1","2","2","1","2","3"
"11150  :  โรงพยาบาลแจ้ห่ม","22","37","0","1","1","0","3","2","2","0","2","1","1","2","1","2","2","2","0","0","3","2","0","1","0","7","0","5","0","3","2","1","0","4","0","0","0","0","1","1","1","1","0","2","1","1","0","0","2","0","0","3","1","1","1","2","1","1","0","0","0","1","0","1"
