"โรงพยาบาล","วันที่ตามเดือนที่เลือก"
"รวม","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","116","941","6","31","4","25","2","29","0","39","11","36","3","35","15","40","13","17","2","37","1","27","0","36","2","29","3","32","2","29","7","14","8","35","1","30","3","40","1","37","1","18","12","44","4","31","3","31","0","40","1","50","2","28","2","33","5","38","0","15","1","21","5","7"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","1","66","0","3","0","0","0","3","0","0","0","1","0","4","0","1","0","0","0","0","0","2","0","3","0","2","0","0","0","0","0","3","0","1","0","2","0","4","0","3","0","2","0","3","0","3","0","5","0","2","0","2","0","10","0","3","0","1","0","1","1","2","0","1"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"10714  :  โรงพยาบาลลำพูน","347","1,169","5","62","5","38","3","35","4","39","16","60","3","31","16","35","7","34","10","47","6","39","19","31","15","48","8","48","13","24","10","32","4","20","15","33","11","35","24","40","44","29","5","36","7","49","6","45","8","39","12","51","18","47","22","46","4","41","8","28","13","32","6","19"
"11140  :  โรงพยาบาลแม่ทา","1,444","11","120","0","78","0","33","0","64","0","42","0","22","1","98","0","44","0","66","1","71","0","96","0","56","0","42","1","47","1","75","0","59","0","96","0","61","0","27","1","88","0","41","1","41","2","41","0","69","1","74","0","89","0","86","0","94","1","42","0","82","2","46","0"
"11141  :  โรงพยาบาลบ้านโฮ่ง","4,059","142","186","5","170","3","181","2","259","1","181","4","159","7","150","2","192","3","164","4","177","1","147","19","145","12","203","8","161","7","143","6","176","5","179","2","161","1","251","1","204","8","152","9","178","2","224","2","231","2","227","8","150","2","154","4","276","9","241","2","190","6","124","4"
"11142  :  โรงพยาบาลลี้","287","177","16","9","2","0","12","7","9","7","14","7","3","4","9","13","7","6","13","1","12","6","3","2","23","7","24","2","4","0","25","5","19","5","12","6","5","3","19","3","10","3","7","4","5","8","2","12","15","16","4","6","8","7","10","4","9","12","5","6","2","5","0","6"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"11144  :  โรงพยาบาลป่าซาง","9","206","0","8","1","3","0","23","1","7","0","8","0","5","0","4","1","10","0","4","1","7","0","3","0","4","0","9","0","10","0","0","0","2","0","8","0","8","0","8","1","4","0","11","0","7","1","5","1","9","1","10","0","2","1","7","0","11","0","5","0","2","0","4"
"11145  :  โรงพยาบาลบ้านธิ","3,680","7","310","3","307","0","297","0","201","1","183","0","282","0","232","0","148","0","289","0","255","0","253","0","130","0","236","1","194","0","188","0","119","1","324","0","223","0","275","0","274","0","260","0","282","0","292","0","302","0","291","0","213","0","365","0","398","0","141","1","244","0","261","0"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24956  :  โรงพยาบาลเวียงหนองล่อง","2,877","3","123","0","107","0","173","0","136","0","172","0","119","0","175","1","152","0","112","0","167","0","159","0","182","0","141","2","150","0","188","0","191","0","207","0","172","0","175","0","168","0","192","0","184","0","212","0","216","0","194","0","190","0","168","0","184","0","170","0","166","0","95","0"
"10672  :  โรงพยาบาลลำปาง","617","589","5","17","3","19","5","15","4","14","2","15","4","21","59","20","60","11","2","26","1","18","67","17","8","18","46","26","3","23","3","19","27","18","6","13","82","32","31","20","4","13","4","21","66","21","8","24","2","17","40","28","18","23","28","23","29","24","0","17","1","16","2","8"
"11146  :  โรงพยาบาลแม่เมาะ","88","23","2","0","1","0","0","2","4","0","4","1","8","0","5","2","1","0","3","2","4","3","5","2","3","1","4","4","6","1","0","1","2","0","0","1","0","0","3","0","2","0","2","1","2","0","2","0","4","0","3","0","4","0","4","1","4","1","2","1","4","0","2","0"
"11147  :  โรงพยาบาลเกาะคา","2,398","58","72","1","100","2","35","1","42","0","41","1","77","2","57","1","73","3","67","1","54","1","49","3","52","1","56","2","75","1","75","7","53","0","21","2","24","0","23","1","30","3","37","2","32","1","138","4","96","8","155","1","150","0","147","4","196","2","159","3","189","1","38","1"
"11148  :  โรงพยาบาลเสริมงาม","24","24","0","0","0","1","0","0","0","0","3","2","1","1","1","0","2","1","1","0","0","0","0","0","4","4","0","0","0","1","0","1","0","1","0","1","2","3","0","2","0","2","1","2","2","0","0","3","3","1","1","0","1","0","0","1","1","0","0","0","1","0","1","0"
"11149  :  โรงพยาบาลงาว","42","63","1","0","0","0","0","1","1","0","2","2","0","3","2","0","0","1","3","0","0","0","1","3","4","3","0","1","1","2","0","2","1","0","2","6","2","2","1","1","2","4","2","2","1","1","3","2","5","11","4","4","0","0","1","2","1","0","0","4","2","6","0","1"
"11150  :  โรงพยาบาลแจ้ห่ม","15","25","0","1","1","0","1","2","0","3","1","1","0","2","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","2","1","1","2","1","3","0","1","2","2","1","0","0","0","0","2","0","0","0","5","2","2","2","0","0","2","0","2","0","0","0","1"
"11151  :  โรงพยาบาลวังเหนือ","609","23","23","0","30","1","38","3","37","1","19","0","29","1","27","2","39","2","28","1","18","1","20","1","29","0","16","0","26","0","17","1","25","1","48","1","16","0","54","2","12","0","57","0","15","0","10","0","24","1","13","0","14","0","7","2","10","0","3","0","1","1","2","1"
"11152  :  โรงพยาบาลเถิน","1,656","37","31","0","63","1","52","0","35","2","16","3","31","2","13","1","11","1","51","0","24","1","26","3","38","1","37","2","16","0","26","4","18","1","88","2","112","0","58","0","43","1","109","0","114","1","78","0","60","1","103","1","87","0","119","1","81","2","65","4","69","0","93","2"
"11153  :  โรงพยาบาลแม่พริก","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"11154  :  โรงพยาบาลแม่ทะ","44","45","1","3","2","1","2","0","0","0","1","1","2","3","2","5","0","1","4","0","3","1","1","4","0","1","0","0","1","1","5","2","2","1","1","4","1","0","1","0","4","2","0","4","1","4","2","0","4","3","1","1","0","2","1","0","2","3","1","0","0","1","0","1"
"11155  :  โรงพยาบาลสบปราบ","27","1","0","0","0","0","0","0","0","0","3","0","4","0","0","0","2","0","2","0","0","0","1","0","1","0","2","0","1","0","2","0","0","0","5","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"11156  :  โรงพยาบาลห้างฉัตร","1,772","81","36","2","40","2","61","1","41","2","28","2","21","4","38","3","121","2","229","7","89","6","346","2","25","6","185","2","177","2","38","6","19","3","44","3","67","2","38","2","49","2","7","3","18","2","2","2","1","3","7","2","9","2","8","3","19","5","4","1","4","1","7","3"
"11157  :  โรงพยาบาลเมืองปาน","6","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","2","0","0","0","0","0"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12283  :  โรงพยาบาลมะเร็งลำปาง","12","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10673  :  โรงพยาบาลอุตรดิตถ์","303","737","12","27","14","32","16","27","10","25","8","24","15","17","12","28","7","29","7","25","10","18","9","26","10","22","7","25","12","35","13","35","9","32","3","24","11","30","6","22","10","26","19","23","13","26","10","18","10","18","9","19","13","20","6","17","17","34","5","19","1","10","4","11"
"11158  :  โรงพยาบาลตรอน","168","198","3","6","2","5","0","8","15","8","6","4","6","9","15","7","0","4","3","4","14","10","0","7","0","7","9","9","1","4","8","3","29","10","1","10","5","13","7","4","7","7","9","7","3","9","5","11","2","3","9","9","6","6","6","3","0","7","3","4","3","7","1","1"
"11159  :  โรงพยาบาลท่าปลา","3","192","0","9","3","8","0","6","0","2","0","3","0","12","0","6","0","9","0","11","0","5","0","13","0","12","0","18","0","7","0","7","0","12","0","1","0","2","0","4","0","4","0","3","0","3","0","3","0","4","0","3","0","5","0","8","0","0","0","3","0","6","0","3"
"11160  :  โรงพยาบาลน้ำปาด","5","31","0","0","0","1","0","0","0","2","0","4","0","1","0","0","0","1","0","4","0","3","0","0","0","9","0","1","0","2","1","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","1","0","1","0","0","0","0"
"11161  :  โรงพยาบาลฟากท่า","69","94","0","2","0","4","0","3","1","3","4","2","0","1","0","2","0","1","5","4","6","4","4","5","4","1","1","2","1","0","3","1","1","6","2","3","3","2","6","10","2","8","0","9","2","5","3","3","2","5","0","2","2","5","1","10","3","3","11","2","2","1","0","0"
"11162  :  โรงพยาบาลบ้านโคก","284","23","3","0","23","3","18","0","39","0","11","0","17","0","5","0","3","0","4","1","9","1","19","0","15","1","26","5","37","0","6","0","10","1","18","9","7","2","7","0","0","0","2","0","2","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0"
"11163  :  โรงพยาบาลพิชัย","1","141","0","5","0","6","0","4","0","6","0","3","0","3","0","8","0","0","0","7","0","4","0","6","0","1","0","4","0","13","0","4","0","10","0","9","0","5","0","1","0","8","0","9","0","2","0","4","0","5","0","2","0","4","0","1","0","9","0","3","0","1","1","1"
"11164  :  โรงพยาบาลลับแล","0","287","0","14","0","15","0","7","0","6","0","8","0","13","0","9","0","14","0","11","0","8","0","7","0","6","0","7","0","11","0","11","0","10","0","13","0","11","0","2","0","9","0","8","0","13","0","9","0","13","0","12","0","7","0","15","0","12","0","11","0","3","0","3"
"11165  :  โรงพยาบาลทองแสนขัน","8","11","0","1","0","0","0","0","0","1","2","1","0","1","1","0","0","0","1","0","1","0","0","0","0","3","0","1","1","0","2","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","9","43","1","2","0","3","0","2","0","1","1","0","0","4","0","1","0","1","0","0","0","2","0","4","0","3","0","3","0","0","0","0","0","0","0","2","0","0","0","3","0","5","2","1","1","0","1","2","0","1","0","0","0","1","2","0","0","0","0","2","1","0","0","0"
"10715  :  โรงพยาบาลแพร่","91","390","4","25","3","13","14","25","5","20","3","17","3","18","2","20","2","30","5","11","6","15","0","9","3","19","6","15","1","11","1","19","2","9","0","11","4","13","4","12","4","9","1","12","6","5","3","14","0","4","2","10","1","6","4","4","0","3","1","6","0","7","1","5"
"11166  :  โรงพยาบาลร้องกวาง","77","40","1","1","0","0","0","2","2","1","0","0","0","1","0","0","0","1","0","0","0","1","2","1","0","0","3","14","8","6","0","0","0","0","0","1","7","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","23","5","0","6","1","2","0","1","29","1","0","0"
"11167  :  โรงพยาบาลลอง","2","88","0","3","0","4","0","4","0","5","0","1","0","3","0","0","0","6","0","2","0","2","0","4","1","5","0","1","0","3","0","8","0","2","0","5","0","5","0","8","0","1","0","8","0","9","0","6","0","9","0","3","0","2","0","4","1","4","0","2","0","2","0","4"
"11169  :  โรงพยาบาลสูงเม่น","4","10","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","2","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11170  :  โรงพยาบาลสอง","5,714","6","156","0","168","0","146","0","156","0","196","1","141","0","206","0","166","0","216","1","209","3","275","0","182","0","190","0","204","1","191","0","166","0","194","0","244","0","236","0","222","0","245","0","210","0","172","0","215","0","221","1","240","0","140","0","218","0","123","0","163","0","99","0"
"11171  :  โรงพยาบาลวังชิ้น","15","9","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","1","0","1","0","0","0","4","0","2","0","1","0","0","0","0","2","0","0","0","1","2","0","0","1","1","0","0","0","0","0","1","0","0","0"
